animal,energie,faim,nourriture,predateurs,pret_reproduction,partenaire_proche,decision
1,58,67,1,0,0,1,3
1,66,50,1,2,0,0,2
0,22,83,1,0,1,1,3
0,75,43,1,1,1,0,2
1,29,4,0,1,0,1,2
0,7,5,1,1,0,0,2
2,32,59,0,1,1,0,2
1,8,20,0,2,1,0,2
1,80,72,1,2,1,0,2
2,9,99,1,2,1,1,2
1,2,9,1,2,1,0,4
2,35,68,1,1,0,1,2
0,16,92,1,1,0,1,2
2,51,77,0,1,1,0,2
1,16,80,1,0,0,0,0
0,36,16,0,2,0,1,2
2,25,5,0,1,0,1,2
2,74,30,1,2,1,0,2
2,26,75,0,2,0,0,2
0,7,42,1,1,0,1,2
0,14,26,1,0,0,1,1
1,22,63,1,0,0,0,0
2,31,54,0,0,0,1,1
1,58,67,0,2,1,1,2
2,73,58,1,1,0,1,2
2,53,34,0,2,0,0,2
0,22,66,1,0,0,0,3
0,22,27,1,2,0,1,2
1,32,62,1,0,0,0,3
0,36,15,0,1,0,1,2
2,99,46,0,0,1,0,1
2,94,76,0,1,0,1,2
0,89,67,1,1,0,1,2
1,47,8,0,2,1,1,2
2,65,36,1,0,1,1,5
0,100,55,0,1,0,1,2
0,67,13,0,0,1,0,1
0,98,100,1,2,1,1,2
0,92,13,1,1,1,0,2
1,36,71,0,1,1,0,2
1,50,64,1,0,0,0,3
2,9,59,1,2,1,0,2
2,7,37,1,2,1,0,2
1,43,68,0,1,0,1,2
0,74,25,1,1,1,1,2
0,26,2,1,2,0,0,2
2,79,84,0,0,1,1,1
0,5,20,0,1,1,1,2
0,100,78,0,0,0,1,1
1,41,94,1,1,1,0,2
1,19,56,0,0,0,1,0
2,32,40,1,0,0,1,1
0,89,71,1,2,1,1,2
2,73,65,0,1,1,0,2
2,3,57,0,1,0,1,2
2,34,58,0,2,1,0,2
1,52,34,1,1,1,0,2
1,98,6,1,2,0,0,2
0,84,46,0,1,0,1,2
2,81,6,0,0,1,0,1
1,86,80,0,0,0,0,1
2,15,81,1,2,0,1,2
2,71,14,1,1,1,1,2
2,61,46,1,0,0,1,3
1,61,75,0,0,0,0,1
2,88,78,1,1,0,0,2
2,10,71,1,1,0,1,2
2,79,34,0,1,0,0,2
2,44,64,0,1,0,1,2
1,78,13,0,0,0,0,1
0,33,7,1,0,1,0,1
1,41,22,0,0,0,0,1
0,36,50,1,2,0,0,2
2,56,70,0,2,1,0,2
2,94,93,0,1,0,0,2
1,43,59,1,0,1,1,3
0,86,19,1,1,0,1,2
0,37,77,0,1,1,0,2
0,75,96,1,2,0,1,2
2,79,4,0,2,0,0,2
2,4,77,0,2,0,0,2
2,22,22,1,1,1,0,2
2,73,46,0,1,1,1,2
0,25,62,0,1,1,1,2
2,11,14,0,1,1,0,2
0,79,49,1,2,1,0,2
0,20,60,0,2,1,0,2
0,79,28,1,0,0,0,1
0,3,44,0,0,0,1,1
1,6,28,1,2,1,1,2
1,11,4,0,0,1,0,1
2,96,18,0,2,1,1,2
2,19,78,1,0,1,0,0
0,82,3,1,0,1,1,5
2,81,79,0,1,0,1,2
1,50,22,1,0,0,1,1
1,21,94,1,1,1,1,2
1,7,69,1,0,1,0,0
0,79,36,1,2,0,0,2
1,11,0,0,0,1,1,1
0,91,90,0,1,1,1,2
1,26,88,0,2,0,1,2
2,72,16,1,0,1,0,1
0,69,15,0,2,0,1,2
2,19,48,1,2,0,0,2
1,71,59,0,0,0,0,1
0,63,90,0,2,0,0,2
1,56,7,1,0,1,1,5
1,87,6,0,0,0,1,1
0,47,9,1,1,0,1,2
0,74,27,1,2,1,0,2
0,16,10,0,1,0,1,2
1,82,84,1,0,1,1,3
1,5,22,1,2,1,0,2
2,36,83,0,0,1,0,1
1,28,50,0,1,1,0,2
1,38,61,1,1,0,1,2
2,63,15,0,0,1,0,1
0,23,71,1,2,0,1,2
1,72,78,0,2,1,0,2
0,93,52,0,2,0,1,2
0,87,58,0,2,1,0,2
2,3,43,1,0,1,1,3
1,43,15,0,2,0,0,2
2,70,3,0,2,0,1,2
1,100,13,1,2,0,0,2
1,96,6,0,1,0,0,2
0,69,24,1,0,1,1,5
2,100,5,0,2,1,1,2
0,92,11,0,0,0,1,1
1,97,6,1,1,1,0,2
1,94,2,1,0,0,0,1
0,38,55,1,2,0,0,2
1,94,71,1,2,1,0,2
2,12,64,0,1,1,0,2
2,85,5,0,2,0,0,2
2,45,21,0,2,1,1,2
0,93,78,0,1,0,0,2
2,6,78,1,2,1,0,2
1,41,65,1,0,1,0,3
2,49,22,1,2,1,0,2
0,61,55,1,0,1,1,3
1,83,73,0,0,0,1,1
2,32,91,0,0,1,1,1
2,79,37,0,1,1,1,2
1,86,92,0,0,0,0,1
0,97,61,1,2,0,0,2
0,79,79,0,0,0,1,1
2,99,6,1,2,1,0,2
2,75,22,0,2,0,1,2
2,60,4,1,2,1,0,2
1,47,76,0,2,1,1,2
0,60,55,1,0,1,0,3
1,52,22,1,2,0,1,2
2,5,67,1,0,1,0,0
0,45,87,1,2,1,0,2
0,5,51,1,1,1,1,2
1,23,14,1,1,0,0,2
2,69,21,0,2,0,0,2
0,92,4,0,1,1,1,2
2,40,59,1,0,1,1,3
1,19,3,1,2,1,1,2
0,13,67,0,1,1,0,2
1,92,99,1,2,0,0,2
0,96,22,0,1,1,0,2
2,92,68,1,1,1,0,2
2,97,39,1,1,1,0,2
2,6,26,1,2,1,1,2
1,58,56,0,1,0,1,2
0,15,4,1,0,0,1,1
1,52,38,0,0,0,1,1
0,38,93,0,1,1,0,2
1,89,52,1,0,0,0,3
2,75,16,1,1,1,0,2
0,33,38,0,2,0,0,2
2,23,85,1,2,1,1,2
0,28,13,1,0,0,1,1
1,15,5,0,2,1,1,2
2,42,55,1,0,1,1,3
0,32,12,1,2,0,0,2
0,74,45,1,2,0,0,2
2,98,88,1,0,1,0,3
2,73,55,1,0,1,1,3
0,40,39,0,2,0,0,2
1,81,32,0,0,0,0,1
1,84,38,1,1,1,0,2
0,45,42,0,0,1,0,1
1,84,37,1,1,0,1,2
0,56,17,0,1,0,0,2
0,78,24,0,2,1,0,2
0,30,83,0,1,1,0,2
2,83,18,0,0,0,1,1
1,37,58,1,1,1,1,2
2,5,76,1,1,1,1,2
0,42,86,1,1,1,0,2
0,39,58,0,1,0,0,2
2,34,11,0,2,1,0,2
2,87,98,0,2,1,1,2
0,1,65,0,2,1,1,4
2,25,67,1,2,0,0,2
2,60,8,1,0,1,0,1
2,82,67,1,0,1,1,3
0,21,65,1,1,1,0,2
1,22,70,1,2,1,0,2
1,16,89,1,2,0,1,2
0,80,26,1,2,0,1,2
0,30,44,1,2,0,0,2
1,28,30,0,2,0,0,2
0,74,61,0,1,0,0,2
2,7,51,0,2,0,1,2
2,69,36,0,2,0,1,2
2,7,76,0,1,0,1,2
2,22,30,1,2,1,0,2
1,5,72,0,0,1,1,0
0,86,24,1,2,1,1,2
0,96,6,0,2,0,0,2
0,59,39,0,2,1,0,2
0,7,10,0,1,1,0,2
0,91,4,0,2,1,0,2
0,2,37,1,0,1,0,4
0,50,32,1,0,1,1,5
1,42,10,1,2,1,0,2
1,18,93,1,2,0,1,2
2,7,89,1,1,1,1,2
2,92,56,1,2,0,1,2
0,37,71,1,1,0,0,2
1,12,52,1,2,0,1,2
1,54,21,1,2,1,1,2
2,33,59,0,1,0,0,2
2,55,43,1,1,1,0,2
2,93,20,1,2,1,0,2
0,24,7,1,1,1,1,2
2,80,45,0,0,0,0,1
0,57,44,0,1,1,0,2
1,46,85,1,1,0,1,2
2,35,18,0,1,0,1,2
1,61,19,1,1,0,0,2
2,100,28,0,2,0,1,2
1,95,91,0,2,0,1,2
1,96,29,1,2,0,0,2
0,50,94,1,2,0,0,2
0,10,51,0,2,0,1,2
1,69,25,0,0,0,0,1
2,51,60,0,2,1,0,2
0,64,41,0,2,0,0,2
0,63,86,0,0,1,1,1
2,69,72,1,1,1,1,2
2,1,48,1,1,0,0,4
2,58,37,0,1,0,1,2
2,73,14,1,1,1,1,2
1,71,24,0,2,1,1,2
0,23,74,1,1,0,1,2
1,37,33,0,0,1,1,1
1,41,36,1,2,0,1,2
1,36,25,1,1,0,1,2
2,75,44,1,2,1,0,2
1,47,35,0,1,0,1,2
2,81,34,0,0,0,0,1
1,95,9,1,2,0,0,2
0,74,1,0,1,0,0,2
0,49,17,0,1,0,1,2
2,39,81,1,1,0,1,2
2,73,53,1,1,0,1,2
2,23,73,1,1,1,1,2
2,10,81,0,2,0,1,2
2,93,65,0,1,1,1,2
2,56,75,0,1,0,0,2
1,13,70,1,0,1,0,0
1,17,17,0,0,0,1,1
0,13,28,0,1,1,0,2
2,94,95,0,0,0,1,1
2,89,97,1,0,0,1,3
0,32,46,1,2,1,0,2
1,24,48,0,2,0,1,2
0,69,91,0,1,1,1,2
1,12,77,0,2,0,0,2
2,22,17,0,0,0,0,1
0,11,95,1,1,1,0,2
0,5,79,0,2,1,1,2
0,84,68,0,2,1,1,2
2,82,21,1,1,0,1,2
0,75,92,1,2,1,0,2
0,12,85,0,1,0,1,2
0,85,37,1,0,1,1,5
0,95,14,1,1,0,0,2
0,71,8,1,2,1,1,2
1,80,62,0,1,1,0,2
1,59,83,0,1,1,0,2
2,46,34,0,2,0,0,2
2,21,36,0,2,1,0,2
2,66,34,1,2,0,1,2
2,55,14,1,0,1,0,1
2,34,96,1,2,1,0,2
1,77,9,1,2,1,1,2
1,32,76,1,2,0,0,2
0,53,26,1,2,1,0,2
1,69,38,1,0,0,0,1
0,0,2,0,0,1,0,4
0,90,49,0,0,1,1,5
0,76,77,1,2,1,0,2
0,70,10,0,1,1,1,2
2,50,85,1,0,1,0,3
0,38,61,0,1,1,1,2
2,54,69,0,1,0,1,2
2,47,53,0,1,0,1,2
1,19,33,0,0,1,1,1
0,3,51,1,1,0,1,2
1,5,74,1,1,1,1,2
0,85,68,1,1,1,1,2
1,67,52,0,2,0,0,2
1,56,73,1,0,1,1,3
0,98,67,0,2,1,1,2
1,14,51,1,1,1,0,2
0,70,50,1,2,1,0,2
1,38,24,1,2,1,0,2
0,69,15,1,0,1,1,5
0,79,8,1,2,1,1,2
1,93,57,1,2,1,0,2
2,2,14,0,1,1,1,4
0,59,49,1,1,0,1,2
0,41,61,1,1,1,1,2
2,92,81,0,2,0,1,2
2,19,15,0,2,1,1,2
0,36,45,1,1,1,1,2
2,83,30,0,1,0,1,2
0,11,5,0,0,1,0,1
0,69,79,1,1,1,1,2
0,35,15,1,0,0,0,1
2,79,39,0,1,0,1,2
1,99,33,1,2,0,0,2
0,16,12,0,0,0,0,1
0,36,94,0,0,1,1,1
2,11,33,1,2,0,0,2
2,82,10,1,2,0,1,2
1,14,11,1,0,1,0,1
2,73,35,1,1,1,1,2
1,32,11,1,1,1,0,2
1,25,0,1,1,1,0,2
1,29,14,1,0,0,1,1
0,75,75,0,1,1,1,2
0,95,67,0,2,0,0,2
2,31,11,0,1,1,1,2
2,46,96,0,1,0,0,2
0,44,14,0,1,0,0,2
2,16,2,1,2,1,1,2
0,86,53,1,1,1,1,2
0,93,26,1,2,1,0,2
2,21,86,1,0,0,1,0
1,82,44,0,2,0,0,2
2,55,78,1,1,0,1,2
1,81,54,1,0,0,1,3
0,5,67,1,0,1,1,3
1,2,69,0,0,1,1,4
1,96,96,1,2,0,1,2
2,97,34,0,1,1,0,2
2,70,45,0,2,0,0,2
1,1,39,1,2,1,0,4
2,60,3,1,1,0,0,2
2,88,4,0,2,1,1,2
2,25,64,1,0,1,0,0
0,93,95,1,1,1,0,2
2,58,54,1,1,1,1,2
2,59,48,1,2,0,1,2
2,75,54,0,1,0,1,2
1,14,49,1,0,1,1,3
2,53,60,0,0,0,1,1
1,68,11,1,1,0,1,2
1,28,91,1,0,1,1,0
0,44,35,0,1,1,1,2
0,16,99,0,2,0,0,2
0,79,78,0,1,0,1,2
1,88,94,1,0,0,0,3
0,33,52,1,2,0,1,2
0,61,89,1,0,1,1,3
0,86,28,0,2,1,0,2
0,50,89,0,1,0,1,2
0,63,81,1,2,1,1,2
0,68,84,0,1,0,1,2
1,62,3,0,2,1,0,2
1,67,5,1,0,0,1,1
0,75,34,1,1,1,1,2
0,82,32,0,0,0,0,1
2,99,33,1,2,1,1,2
0,47,86,1,2,1,0,2
0,21,71,0,1,0,0,2
2,65,80,1,2,1,0,2
0,37,87,0,0,0,0,1
2,27,9,0,0,1,0,1
0,21,40,1,2,0,1,2
2,87,39,1,1,1,1,2
0,37,36,1,1,0,0,2
2,29,37,0,0,1,0,1
0,2,38,1,2,1,0,4
0,10,68,1,0,0,0,3
0,44,7,1,2,0,0,2
2,49,80,1,2,0,0,2
0,40,99,0,1,1,1,2
0,19,0,0,0,0,0,1
1,30,77,0,1,1,1,2
2,79,36,1,2,0,1,2
2,43,17,0,2,1,1,2
1,28,82,1,2,1,0,2
2,85,33,1,1,0,1,2
2,5,21,1,2,0,1,2
1,98,95,1,0,1,0,3
0,71,32,1,2,0,1,2
2,0,77,0,0,1,1,4
2,84,1,0,1,0,0,2
0,44,6,0,1,1,0,2
1,55,69,1,0,1,1,3
2,0,5,1,2,0,0,4
2,45,97,1,1,0,0,2
2,49,37,1,0,1,0,1
2,12,90,0,0,0,1,0
2,96,32,1,2,0,1,2
1,87,14,0,0,1,1,5
1,21,58,0,1,1,1,2
0,95,3,0,1,1,0,2
1,6,23,0,1,0,0,2
2,15,89,1,1,1,0,2
1,3,6,1,2,1,1,2
0,52,76,0,1,1,1,2
1,83,75,1,1,0,1,2
0,41,71,0,0,0,0,1
0,50,32,0,1,1,1,2
1,90,32,1,0,0,0,1
1,28,66,0,2,1,0,2
0,22,0,0,2,1,1,2
1,2,66,0,1,0,0,4
0,4,27,0,2,1,1,2
2,85,61,0,1,1,1,2
0,4,13,1,1,0,1,2
0,63,54,1,0,1,0,3
0,41,3,0,0,1,0,1
2,5,61,1,1,1,1,2
2,21,9,0,0,0,1,1
0,94,58,1,0,1,0,3
0,66,22,1,1,0,1,2
2,66,35,0,2,1,1,2
2,5,91,1,1,1,1,2
2,17,96,0,0,0,0,0
0,40,71,1,2,1,0,2
0,21,51,1,2,1,1,2
0,67,37,0,1,1,1,2
0,68,35,1,2,0,0,2
0,33,44,0,1,1,0,2
2,69,79,1,2,0,1,2
0,0,41,1,1,1,1,4
0,14,66,1,2,1,0,2
2,73,79,0,1,1,0,2
1,16,57,0,1,0,1,2
1,29,14,1,2,0,0,2
1,82,84,0,2,0,1,2
1,13,89,0,0,1,0,0
1,50,78,0,0,0,0,1
2,60,91,1,1,0,0,2
1,82,62,0,0,1,0,1
2,0,99,0,2,0,1,4
2,79,6,0,2,1,0,2
2,81,41,0,1,0,1,2
2,14,91,1,1,1,0,2
0,88,38,0,2,0,0,2
0,15,9,1,2,1,1,2
1,58,28,0,1,1,0,2
2,29,71,1,1,1,1,2
2,70,13,0,0,1,0,1
2,96,21,1,1,0,0,2
2,91,18,0,2,0,0,2
2,47,90,0,1,1,1,2
0,90,65,0,0,0,0,1
0,94,14,0,2,1,1,2
2,83,41,0,2,0,0,2
1,7,57,1,2,0,1,2
2,62,28,0,2,0,0,2
1,81,49,0,0,1,0,1
1,31,11,0,0,0,1,1
0,45,2,1,1,1,1,2
1,82,84,1,0,0,0,3
1,35,24,0,0,0,0,1
2,100,51,1,0,0,1,3
0,85,53,0,2,0,1,2
1,63,32,1,0,1,1,5
0,55,38,0,1,0,1,2
2,43,39,1,2,1,0,2
0,6,66,1,2,0,1,2
2,99,93,1,0,0,0,3
1,20,62,1,1,0,0,2
1,36,38,1,0,0,1,1
0,30,28,1,1,0,0,2
2,36,33,1,1,1,1,2
2,62,89,0,1,1,1,2
1,81,8,1,2,1,1,2
0,44,86,0,2,1,1,2
2,33,66,0,1,1,1,2
2,56,1,1,1,0,0,2
0,4,68,1,1,0,0,2
2,45,21,1,2,0,1,2
2,69,61,1,1,0,1,2
2,18,76,1,2,1,0,2
0,47,66,0,0,0,1,1
0,76,82,0,0,0,1,1
1,21,98,0,2,0,0,2
0,85,93,1,2,0,0,2
2,21,83,1,0,1,1,0
1,2,20,0,0,1,1,4
1,82,54,1,1,0,1,2
0,94,77,0,2,0,1,2
1,76,51,1,2,1,0,2
1,56,89,1,2,0,0,2
0,34,30,0,0,1,0,1
0,8,72,0,0,0,1,1
0,1,43,1,2,0,0,4
0,65,81,1,1,0,1,2
1,2,75,1,2,0,1,4
2,96,23,0,1,1,1,2
1,72,39,1,2,0,1,2
0,23,5,1,0,0,1,1
0,61,26,0,1,0,0,2
0,43,17,0,1,1,0,2
1,28,68,0,0,0,0,0
0,94,54,0,0,1,0,1
2,36,84,0,2,1,1,2
1,89,63,1,1,0,0,2
2,23,89,0,0,0,1,0
1,100,56,0,2,0,0,2
2,56,79,1,2,0,1,2
0,98,32,1,1,0,0,2
2,4,3,0,2,0,1,2
0,19,32,0,2,0,1,2
0,57,69,1,2,0,1,2
2,3,27,0,2,1,1,2
1,21,27,0,1,0,0,2
2,25,76,0,2,0,0,2
2,84,77,1,1,0,1,2
1,31,62,1,2,0,1,2
1,45,73,1,2,1,1,2
2,46,83,1,0,1,0,3
2,94,56,0,0,1,0,1
1,63,49,1,0,1,1,3
0,39,50,1,2,0,1,2
2,59,12,0,2,1,0,2
0,3,75,1,2,1,0,2
1,35,88,1,1,1,0,2
2,61,58,0,0,0,1,1
2,31,14,1,1,1,0,2
2,89,50,0,2,0,1,2
1,59,77,0,2,0,1,2
0,57,88,0,0,0,0,1
2,79,12,1,2,0,0,2
0,21,13,0,0,1,0,1
2,0,23,1,0,0,0,4
2,30,27,0,0,0,0,1
2,57,69,1,1,0,1,2
2,12,79,1,0,0,1,0
0,60,96,0,0,1,1,1
0,90,24,0,1,1,1,2
0,46,38,1,2,1,1,2
0,10,29,1,1,1,1,2
2,90,37,0,1,0,1,2
1,66,91,1,0,0,1,3
1,31,48,1,2,0,1,2
2,51,51,1,0,1,1,3
2,25,81,1,2,1,1,2
1,92,88,0,0,1,0,1
0,38,99,1,2,0,0,2
0,83,96,1,1,0,0,2
0,67,91,1,0,0,0,3
1,20,34,0,2,0,0,2
1,71,33,1,0,0,1,1
2,56,63,1,0,1,0,3
0,51,39,1,2,0,1,2
0,69,65,1,2,0,1,2
2,83,65,1,1,0,0,2
0,50,51,0,1,0,0,2
1,65,48,0,1,0,1,2
2,48,61,1,1,1,1,2
2,100,20,1,2,0,0,2
0,76,48,1,1,1,1,2
1,48,95,0,2,1,1,2
1,78,74,1,1,1,1,2
1,61,39,1,1,0,0,2
0,5,10,0,0,0,0,1
2,84,83,0,2,1,0,2
2,93,63,1,1,1,1,2
2,32,55,0,0,1,1,1
2,47,26,1,0,0,1,1
1,38,53,0,0,0,0,1
0,73,31,1,1,1,0,2
2,76,66,1,1,1,1,2
2,53,23,0,2,0,0,2
0,38,51,1,1,1,0,2
2,81,66,0,2,0,1,2
0,82,100,0,2,0,0,2
2,100,1,1,1,0,1,2
0,72,80,0,1,1,1,2
1,45,86,0,0,0,0,1
2,93,35,1,0,0,1,1
0,56,42,1,1,1,0,2
2,74,40,0,1,0,0,2
1,50,0,0,0,0,0,1
2,83,82,0,1,1,1,2
1,81,68,0,0,0,1,1
0,48,5,1,1,1,0,2
0,5,92,1,2,0,1,2
2,82,49,1,1,0,0,2
1,18,71,0,2,0,0,2
2,10,49,0,2,1,1,2
0,83,71,1,1,1,0,2
1,45,57,0,1,0,1,2
0,72,34,1,1,1,0,2
2,51,8,0,0,0,0,1
0,45,54,1,1,0,0,2
1,57,4,0,1,0,1,2
0,0,80,1,1,0,0,4
0,34,80,0,0,0,0,1
0,42,39,1,1,1,1,2
2,55,24,0,2,0,1,2
1,60,40,1,0,0,0,1
0,65,95,0,0,0,0,1
0,85,44,0,0,1,1,5
2,98,28,0,0,1,1,5
2,12,58,0,0,1,0,0
2,89,38,0,1,1,1,2
1,82,10,0,0,1,0,1
1,11,71,0,0,0,0,0
1,97,13,1,2,0,1,2
2,58,47,1,1,1,0,2
2,16,31,1,1,1,0,2
0,69,16,0,0,1,0,1
0,11,26,1,2,0,1,2
2,21,50,0,2,1,0,2
2,77,62,0,1,0,0,2
1,94,65,1,1,0,1,2
2,84,28,0,2,0,0,2
1,5,3,1,1,1,0,2
1,89,100,0,1,0,0,2
1,85,97,1,2,1,1,2
2,31,95,0,2,0,1,2
2,70,95,1,1,1,1,2
0,4,78,1,1,1,1,2
1,18,60,1,1,0,0,2
2,68,57,1,2,1,0,2
1,82,37,1,1,0,0,2
2,93,89,0,2,1,0,2
2,10,72,1,1,0,1,2
1,64,59,0,2,0,1,2
2,33,65,0,0,0,1,1
1,46,58,0,0,1,0,1
2,96,47,0,2,1,1,2
0,27,82,1,1,1,0,2
1,49,98,0,1,0,0,2
1,86,59,0,1,0,0,2
0,40,83,1,0,1,1,3
2,85,66,1,0,1,1,3
0,37,7,1,0,0,0,1
1,18,79,1,1,0,0,2
2,21,67,0,2,0,1,2
0,89,85,1,1,1,0,2
1,20,0,0,0,0,0,1
0,13,13,1,1,1,1,2
0,20,36,0,2,0,1,2
0,90,96,1,0,1,1,3
1,89,65,0,0,1,0,1
2,52,80,0,0,0,0,1
2,30,88,0,0,1,0,1
1,9,76,1,2,0,1,2
2,4,15,1,1,0,0,2
2,60,7,0,0,0,0,1
0,35,47,1,1,1,1,2
1,19,32,1,1,1,1,2
0,23,49,0,0,0,0,1
1,38,27,1,0,1,0,1
1,50,76,1,1,1,1,2
1,70,24,1,2,0,0,2
1,38,63,1,2,0,1,2
1,33,94,1,2,1,0,2
0,31,49,1,2,1,0,2
1,75,32,0,1,1,1,2
0,91,48,1,1,1,1,2
1,52,2,1,2,0,0,2
1,32,62,0,0,1,0,1
1,8,15,1,1,1,1,2
1,44,100,1,1,1,0,2
1,23,76,0,0,0,0,0
1,39,63,0,0,1,1,1
0,37,86,1,2,0,1,2
2,52,89,0,2,1,0,2
2,72,75,0,1,0,0,2
2,83,26,0,1,0,0,2
2,64,41,1,2,0,1,2
0,38,58,1,2,0,0,2
2,50,41,0,0,1,1,5
2,52,15,1,0,1,1,5
0,36,11,0,2,0,1,2
2,53,100,1,1,1,1,2
0,21,58,1,0,1,1,3
1,45,58,1,2,1,1,2
0,1,67,0,2,0,0,4
1,28,44,0,2,1,0,2
2,9,15,0,0,0,1,1
0,91,83,0,2,0,1,2
1,95,99,1,1,1,1,2
0,69,83,1,0,1,1,3
2,92,13,1,1,1,0,2
1,37,37,0,2,1,1,2
0,95,66,0,2,1,0,2
1,10,99,1,1,1,1,2
0,33,86,0,0,1,1,1
0,62,12,0,0,0,0,1
2,84,32,1,1,1,1,2
1,6,54,1,2,1,1,2
1,80,63,0,2,1,0,2
1,90,15,1,2,0,1,2
0,49,28,0,0,1,0,1
0,17,56,0,2,1,0,2
0,5,13,0,1,1,0,2
0,4,31,0,1,1,0,2
2,93,93,1,0,0,0,3
2,80,68,0,1,1,0,2
2,80,95,1,1,0,0,2
0,27,31,0,0,0,0,1
2,36,18,0,2,1,1,2
1,70,65,1,0,1,1,3
0,3,65,1,1,1,1,2
0,44,13,1,1,0,1,2
2,93,67,1,1,0,0,2
1,22,81,0,1,0,1,2
2,47,86,1,2,1,1,2
1,42,71,1,0,0,1,3
0,78,62,0,0,0,1,1
0,81,15,1,0,1,0,1
1,32,70,0,0,1,1,1
0,67,90,0,2,1,0,2
0,68,22,0,0,1,0,1
0,36,60,1,0,0,0,3
1,35,4,1,2,0,0,2
1,45,96,0,1,0,1,2
0,31,77,1,2,1,0,2
0,96,58,0,0,1,0,1
0,18,20,1,0,0,1,1
0,59,14,1,2,0,1,2
2,38,100,1,0,1,1,3
2,58,3,0,2,1,0,2
0,64,43,1,2,0,1,2
1,91,36,0,0,0,0,1
0,18,1,0,0,0,1,1
1,62,8,0,2,1,1,2
1,61,66,1,0,1,0,3
0,29,58,1,1,0,0,2
2,32,46,1,2,0,0,2
0,23,59,0,1,0,0,2
0,15,76,0,2,0,0,2
1,72,16,1,1,1,0,2
1,64,50,1,0,0,1,3
0,59,63,1,2,0,0,2
0,83,20,0,0,0,1,1
0,21,39,1,0,1,0,1
2,77,16,0,0,0,0,1
2,18,73,0,0,0,1,0
2,44,93,0,0,0,0,1
2,69,15,0,0,1,0,1
0,82,98,0,2,0,1,2
0,78,59,1,0,0,0,3
0,35,68,0,0,0,1,1
0,54,5,0,0,1,1,5
1,69,0,1,0,0,0,1
0,67,72,0,0,1,1,1
1,88,62,1,2,0,1,2
0,87,16,0,2,1,1,2
0,14,71,0,0,1,0,1
1,8,31,1,2,1,1,2
1,7,39,1,1,0,1,2
2,70,95,0,2,1,1,2
0,89,20,0,0,1,0,1
2,8,79,1,0,1,0,0
1,27,91,0,1,1,1,2
1,50,6,1,0,1,1,5
2,13,40,1,0,1,0,1
2,84,72,0,0,0,1,1
1,33,4,0,1,0,0,2
2,86,74,0,0,1,1,1
0,26,74,0,1,0,1,2
2,9,52,1,2,1,1,2
2,69,15,1,1,1,0,2
1,17,56,1,0,0,1,0
1,7,39,1,1,1,1,2
1,15,56,0,0,0,0,0
2,77,54,0,1,0,0,2
1,81,77,1,0,1,0,3
0,49,53,0,2,1,1,2
1,49,53,0,1,0,1,2
2,74,33,1,1,1,1,2
2,72,89,0,1,1,1,2
2,54,49,1,1,1,1,2
2,74,44,0,2,1,1,2
2,59,75,0,1,1,1,2
0,86,12,1,1,0,1,2
0,89,71,0,1,0,0,2
1,10,27,1,0,1,1,1
2,55,58,0,2,1,1,2
2,91,90,1,1,1,0,2
1,5,15,0,2,1,1,2
2,54,29,1,0,1,1,5
1,83,12,0,1,1,1,2
2,96,98,0,0,1,0,1
2,66,49,0,1,0,0,2
2,16,0,0,1,1,1,2
1,37,28,1,0,0,1,1
1,32,37,0,1,0,1,2
0,30,20,0,1,1,1,2
0,19,28,1,1,1,0,2
0,9,50,0,2,1,1,2
0,64,77,1,0,0,1,3
0,76,7,1,0,1,0,1
1,20,33,0,0,1,0,1
2,95,18,1,0,1,1,5
0,2,6,1,0,1,0,4
1,83,5,0,1,1,1,2
0,68,73,0,2,1,1,2
1,85,59,0,0,0,1,1
2,96,91,0,1,1,0,2
2,75,18,0,0,0,1,1
0,47,84,0,2,0,1,2
2,68,66,1,2,1,1,2
0,73,67,1,1,0,0,2
2,96,17,0,2,0,1,2
0,95,73,0,2,1,1,2
0,67,49,0,2,0,0,2
0,57,57,0,2,1,0,2
2,87,72,0,0,1,0,1
0,75,3,1,2,1,0,2
0,52,63,0,2,1,0,2
2,7,20,0,1,1,0,2
1,28,61,1,0,1,1,0
1,92,15,0,1,1,1,2
0,13,72,0,1,0,0,2
2,55,75,0,1,0,0,2
2,51,73,1,1,0,1,2
0,20,37,1,1,0,0,2
1,90,89,1,0,0,1,3
2,53,61,0,2,0,0,2
1,44,84,1,1,1,0,2
1,71,12,0,2,0,0,2
2,34,40,0,0,1,0,1
2,26,25,1,0,1,0,1
1,18,93,0,0,1,1,0
0,14,62,0,0,0,1,1
0,2,69,0,0,1,1,4
1,71,54,0,1,1,1,2
2,19,36,1,0,1,1,1
2,38,7,1,2,0,1,2
1,34,90,1,2,0,1,2
0,78,71,1,2,0,1,2
1,36,70,0,2,1,0,2
2,14,1,1,0,0,1,1
0,69,10,0,0,1,0,1
0,88,50,1,2,0,1,2
1,69,98,0,0,1,1,1
0,9,32,0,2,0,1,2
0,87,80,1,0,0,0,3
2,67,69,1,0,1,1,3
1,10,31,0,1,0,0,2
2,48,48,1,0,0,0,3
2,48,57,0,0,1,0,1
0,94,26,0,0,0,0,1
2,76,62,0,1,0,1,2
1,92,6,1,0,1,1,5
2,68,99,1,2,1,1,2
1,28,76,1,2,1,1,2
2,11,70,0,0,0,1,0
0,24,18,0,2,1,0,2
1,31,12,1,1,1,1,2
